,INALT-ML,INALT-ML-to-tip,INALT-tip-to-1500,ROMS-ML,ROMS-ML-to-tip,ROMS-tip-to-1500,ROMSchild-ML,ROMSchild-ML-to-tip,ROMSchild-tip-to-1500
0,0.998742665549036,0.9997650538303136,1.0,0.9986607142857142,0.9997624949901287,0.999857899037266,0.9997636492554951,0.9997112038467647,0.9998868479613774
1,0.8813914501257335,0.9400887267299639,0.9994061052381518,0.840625,0.9188029747502486,0.8815588475611922,0.8418813519262586,0.9287251093815431,0.8975974050465809
2,0.6756077116512993,0.7848445900189339,0.9838856554618521,0.6785714285714286,0.7052711268128312,0.693736900067498,0.6780902859844008,0.705687840237968,0.7638894127409196
3,0.4899413243922883,0.6164987492571555,0.9433028467355584,0.5696428571428571,0.4658660768625588,0.4642083200113681,0.49822736941621365,0.4669689399737196,0.5896352732621732
4,0.34283319362950543,0.45833851596942937,0.892544641089599,0.4966517857142857,0.2556741431264566,0.3218231553518775,0.3325454975183172,0.2770565896062264,0.4429902312073323
5,0.22967309304274938,0.32056331799273047,0.8423803302054876,0.4234375,0.11257737467899713,0.2587303278979715,0.24367761758449538,0.1668808571469828,0.3310451476634104
6,0.12238055322715842,0.2339649239189021,0.7991843845270618,0.33705357142857145,0.04500719937061173,0.21919073501722974,0.1803356180571969,0.09742538229390785,0.278806623165994
7,0.04274937133277452,0.176720980692953,0.7553945440867879,0.24129464285714286,0.01849570264372764,0.2012504884720594,0.1344835736232569,0.0572971568018714,0.25006600535586315
8,0.002933780385582565,0.135052586480921,0.715168072217603,0.1640625,0.01313699585850639,0.18586805925610145,0.09784920822500591,0.037687897997198676,0.23116961490589522
9,0.0,0.10818580095913319,0.6813160707922556,0.09754464285714286,0.011103359211483367,0.17315002309140645,0.07728669345308438,0.02658368590530374,0.21283898464904008
10,0.0,0.09086888621695206,0.651898483588708,0.06830357142857142,0.007629848442115576,0.16423318767984654,0.06523280548333728,0.023710164180613114,0.19816693697431448
11,0.0,0.07620548115593516,0.6222829314645445,0.05178571428571429,0.004987605207297342,0.1445877295818679,0.05412432049160955,0.01767432457799662,0.17425413947874627
12,0.0,0.0659369515043465,0.5967058637209487,0.03526785714285714,0.0033696023275490965,0.12764218977583572,0.04868825336799811,0.008533926328101309,0.14864406140383962
13,0.0,0.05765855411363102,0.5726729223581581,0.0265625,0.002493802603648671,0.10892038793562826,0.0444339399669109,0.004043146145293344,0.13182212499528534
14,0.0,0.04955982144091104,0.5543017777249871,0.021651785714285714,0.0025234907298825834,0.09900884578493019,0.03970692507681399,0.002382568264190721,0.11409497227775053
15,0.0,0.044584490788728115,0.5411173140119571,0.014508928571428572,0.002345361972479107,0.09375111016377136,0.045379342944930276,0.002368128456528959,0.1011956398747784
16,0.0,0.041502549856959246,0.526071980045136,0.008258928571428572,0.0026422432348182346,0.09197484812959608,0.046561096667454505,0.002931280955337675,0.10232716026100404
17,0.0,0.03895960307917686,0.5120164706813952,0.0060267857142857146,0.002582866982350409,0.0952431702724786,0.038997872843299454,0.003176757685587628,0.10508052653415306
18,0.0,0.03602968613955802,0.4987528210001188,0.004910714285714286,0.0032508498226134458,0.10572311627411275,0.03096194753013472,0.0029746003783229606,0.10093161845132577
19,0.0,0.033638763353925676,0.4881419012550976,0.0040178571428571425,0.003102409191443882,0.119791111584781,0.02552588040652328,0.002165971149264292,0.09851770829404444
20,0.0,0.03258841577179817,0.47828324820841744,0.002455357142857143,0.0019594163314382413,0.11513730505524175,0.019380761049397306,0.0014439807661761946,0.09723531852298872
21,0.0,0.032712799038102744,0.46905808290770873,0.0006696428571428571,0.0011429928600056407,0.10685992397598494,0.010399432758213189,0.0010685457669703839,0.08837174216422132
22,0.0,0.031773014359357074,0.45927861582927504,0.0,0.0009054878501343388,0.09684180610323635,0.006617820846135665,0.0007508699984116212,0.08297816165654584
23,0.0,0.03033569661539312,0.4486676960842539,0.0,0.0009797081657191206,0.08476322427084443,0.004727014890096904,0.0009963467286615742,0.07758458114887036
24,0.0,0.030017828268170323,0.43698776576790593,0.0,0.0009797081657191206,0.07467405591672883,0.007799574568659891,0.0015161798044850043,0.0718515445253272
25,0.0,0.030252774437856737,0.42313022132478123,0.0,0.0011726809862395535,0.06600589718995346,0.010399432758213189,0.00267136441742596,0.06212046920378682
26,0.0,0.030252774437856737,0.4126380805321297,0.0008928571428571428,0.0014101859961108555,0.060463959643326584,0.01276294020326164,0.0027146838404112457,0.0492211368008147
27,0.0,0.029851983913097558,0.40384843805677634,0.0004464285714285714,0.0006828269033799932,0.05698248605634303,0.009926731269203497,0.002093772110955482,0.039452344133066794
28,0.0,0.030874690769379605,0.3951379815496694,0.0,0.00037110157792390934,0.05431809300508011,0.002127156700543607,0.0011696244206027176,0.03375702485573115
29,0.0,0.03423303895960308,0.3838935740586768,0.0,0.00037110157792390934,0.05055241749262851,0.0,0.000794189421396907,0.030664202466714443
30,0.0,0.03676216537446273,0.36777922952052894,0.0,0.00025234907298825836,0.04444207609506554,0.0,0.0004765136528381442,0.028212574963225587
31,0.0,0.03901488453086778,0.3526943025695847,0.0,0.0001632846942865201,0.04032114817577889,0.0,0.00023103692258819112,0.02395051484177573
