,INALT,ROMS,ROMSchild
2009-01-31,19.138363,20.835678,17.92883
2009-02-28,21.571482,25.204449,24.341236
2009-03-31,25.94561,27.881325,26.017067
2009-04-30,27.802841,35.404793,35.58415
2009-05-31,30.064625,36.27181,36.0146
2009-06-30,30.547174,36.27181,36.0146
2009-07-31,30.064625,36.27181,36.0146
2009-08-31,30.60079,36.27181,36.0146
2009-09-30,28.885057,36.27181,36.0146
2009-10-31,23.587786,35.852283,34.348343
2009-11-30,21.910273,22.54887,20.606926
2009-12-31,17.21407,23.26656,23.10112
